url,desc_video,like_count,comment_count,like,time_container,timestamp,user
https://www.tiktok.com/@piitien1603/video/7169187462055496987?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,👀,205.7K,1440,0,00:06/00:12,1669482960.3322897,NML
https://www.tiktok.com/@bangoai918/video/7168084543990205723?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,nhìn Bà nhớ Mẹ quá đi 🤗#CuốnTừngShotHình #vuicungtiktok🍀🍀com😀,631.2K,11.8K,0,00:12/00:28,1669482962.0692625,NML
https://www.tiktok.com/@teddyvjppro/video/7139845894106762542?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,=)) #xh,110.9K,2192,1,00:01/00:07,1669483027.3243103,NML
https://www.tiktok.com/@liemraxci.2k/video/7164706085343857947?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,Quay về đây..! #liemraxci,262.6K,785,0,00:01/00:10,1669483029.6527116,NML
https://www.tiktok.com/@star.lifeworld/video/7161304597003291946?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,#funnyvideos #funnymoments #fyp #foryou #funny .,340.7K,751,1,00:03/00:18,1669483033.6204998,NML
https://www.tiktok.com/@phun.anh/video/7167570386878549274?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,Là cái zì zạy mn,242.6K,2245,0,00:00/00:29,1669483035.100345,NML
https://www.tiktok.com/@star.lifeworld/video/7161304597003291946?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,#funnyvideos #funnymoments #fyp #foryou #funny .,340.7K,751,1,00:01/00:18,1669483037.8284135,NML
https://www.tiktok.com/@phun.anh/video/7167570386878549274?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,Là cái zì zạy mn,242.6K,2245,0,00:00/00:29,1669483038.6670883,NML
https://www.tiktok.com/@khaimobile92/video/7144583070614555930?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,Siêu phẩm xanh bl,16.4K,709,0,00:00/00:29,1669483039.5715072,NML
https://www.tiktok.com/@nghichdaitv/video/7148067046536826154?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,Ngày thứ 2 Tìm Ra Người Chiến Thắng #haihuoc #funny #trending #xuhuong2022 #foryou #fyp #nghichdaitv,422.6K,1620,0,00:00/00:51,1669483040.588496,NML
https://www.tiktok.com/@1510_mie/video/7142427274166439195?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,đi học mà vẫn báo =))),257.9K,2659,0,00:00/00:09,1669483041.876418,NML
https://www.tiktok.com/@linzg08/video/7150132981905083674?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,Liệu a có yêu không 🥺 #xuhuong #linzg08,303.3K,1571,0,00:00/00:10,1669483043.063431,NML
https://www.tiktok.com/@luongthingocha/video/7167948842946678042?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,"Vẻ đẹp của ""đớ"" rừng Tây Bắc 🧊 Toppp 1",495.1K,3726,1,00:05/00:15,1669483126.0838876,NML
https://www.tiktok.com/@yushifeicui66/video/7146497615834762498?is_from_webapp=1&sender_device=pc&web_id=7170374205274392065,#挖玉 #挖玉人,450.1K,1554,0,00:00/00:20,1669483127.7803576,NML
