url,desc_video,like_count,comment_count,like,time_container,timestamp,user
https://www.tiktok.com/@moonasmr22/video/7147214704941731073?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,파란색 디저트 ASMR 먹방 BLUE DESSERTS SATISFYING ASMR MUKBANG #지구젤리먹방 #입술계 #입술먹방 #먹방asmr #eatingsounds #fyp #foryoupage #koya #코야 #satisfyingsounds,4.3M,12.9K,0,00:11/01:03,1669379762.6218593,daivt
https://www.tiktok.com/@jangs.ng/video/7153594976239111450?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Bay Ấn xuyên màn đêm ạ 🇮🇳 #vietjet #vietjetair #charlottenguyen #pharmatech #multivitdaglig #charlottenguyen #tvhk,13.4K,45,0,00:11/01:00,1669379776.0770195,daivt
https://www.tiktok.com/@daolenyk/video/7153675694277446938?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Yêu em căng cực 🤪 ( dc : me ) 🦑 #daolenyk,512.8K,6323,0,00:02/00:13,1669379779.895481,daivt
https://www.tiktok.com/@autodaily.vn/video/7142825714532814107?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Đi xe 10 Tỷ ngồi đâu nó mới chuẩn anh em nhỉ #Autodaily #danhgiaxe #Reviewxe #lexuslx600 #lexus_lx570 #ongchu #VIP,243.8K,855,0,00:16/02:06,1669379797.9047513,daivt
https://www.tiktok.com/@giacminhluat/video/7161735381770177818?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,#giacminhluat #sugiacminhluat #fansugiacminhluat #xuhuongtiktok #khoatutuoitre #clbnhansinh #khoatusinhvienhoangphap #nhasuthaotungtamly #phatphapnhiemmau #fcgiacminhluat #tuoitrehuongphat,171.6K,997,0,00:03/01:04,1669379802.0524614,daivt
https://www.tiktok.com/@landonwhaleteam/video/7166898431368170754?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,"Chàng trai nhảy sông cứu sống cô gái rồi quay lại quán, ăn tiếp bữa tối đang bỏ dở #tiepthigiadinh #onhaxemtin #TikTokNews #theanh28 #hot #xuhuong",10.4K,382,0,00:06/00:55,1669379811.353554,daivt
https://www.tiktok.com/@nonkhanran/video/7149896753741958427?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,"Cua, cá hồi, tôm, bào ngư ngâm tương 😁 ___ #Nonkhanran #Mientay #Ancungtiktok #Reviewanngon #MCV",626.8K,3659,0,00:01/02:20,1669379814.3744102,daivt
https://www.tiktok.com/@baophapluatvietnam/video/7159041705176583425?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,#baophapluatvietnam #PLVN #tiktoknews #socialnews,318.7K,2161,0,00:02/00:40,1669379819.049964,daivt
https://www.tiktok.com/@minhnghia13522/video/7169902481122544922?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Anh đưa em đến nơii😝,25K,248,0,00:02/00:20,1669379822.398104,daivt
https://www.tiktok.com/@cutrangkhonggia/video/7150982337621216555?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,"anh 3 hiền khô hà , hôm nay còn nghe nhạc giao hưởng đây nè 😂 #xuhuong #cutrangkhonggia #eyeplusmedia #rap #fyp #Master2022byTikTok",571.3K,4100,0,00:02/00:34,1669379825.7921386,daivt
https://www.tiktok.com/@melon.228/video/7169909113680448795?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Mém xíu quên mất đây là kênh hài… #vulaci #melon228 #muataitiktok,9667,81,0,00:01/01:33,1669379829.4759574,daivt
https://www.tiktok.com/@thu.kobito/video/7143943860677283099?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Siêu trí tuệ Việt phần 4: chiếc dép đẻng kấp #locanhthu #vulaci #ancungtiktok #learnontiktok #muataitiktok,163.2K,596,0,00:02/00:51,1669379833.4675143,daivt
https://www.tiktok.com/@rolex.1.9.9.6/video/7167547174287412523?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Trả lời @Chi yew bé mèo💙🙈🙊 cho ăn như này thì gét vào đâu #hoanghuong #ngocbeo #phungphinh #drama #xhuong2022,358.6K,3682,0,00:01/01:02,1669379837.147669,daivt
https://www.tiktok.com/@user70120401171/video/7140219814957550894?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Giàu có đẹp trai ko vậy các bạn #vangiau #buithanhvan #vangiau_07 #lykio #lykio❤️vangiau #buithanhvan❤️cindydiemiicute #winteam #winteams #winteam_ok,63.6K,743,0,00:02/00:15,1669379842.0238435,daivt
https://www.tiktok.com/@cutrangkhonggia/video/7168075714128907562?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,"Thử thôi nha anh em , ghiền đoạn này lắm rồiiii #cutrangkhonggia #beatoflife #rap #fyp",189.6K,1623,0,00:02/00:27,1669379846.2489667,daivt
https://www.tiktok.com/@maonau99/video/7158401886750592283?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,"Vẫn là góc đấy , vẫn là người tình đấy nhưng nó lạ lắm #vuvankhai",80.1K,183,0,00:01/00:15,1669379849.5777974,daivt
https://www.tiktok.com/@huongcoc92/video/7160532631778594074?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Hạ Cánh tới xe nước mía nhà em nha😘#thamvip92 #huongcoc92,14.6K,178,0,00:00/00:15,1669379852.056622,daivt
https://www.tiktok.com/@xsw565/video/7166561768603438379?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,#anime #demonslayer #weapons #block #foryou #fyp,666.7K,2320,0,00:02/00:58,1669379855.2313664,daivt
https://www.tiktok.com/@therock/video/7141037553196502318?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,The #ManInBlack is knockin’ and ready. Are you? ⚡️NEW #BlackAdam tra iler TODAY @ 5pm PT⚡️,12.1M,70.7K,0,00:02/00:09,1669379860.944095,daivt
https://www.tiktok.com/@davoslingo/video/7160612967615171867?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Những thí nghiệm tàn độc nhất được thử trên cơ thể người #LearnOnTikTok #hoccungtiktok #davoslingo,280.7K,601,0,00:01/01:02,1669379863.5941477,daivt
https://www.tiktok.com/@meredithduxbury/video/7154406631378357550?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Replying to @emilybaroz1 This is for the people who say I’ll have wrinkles by 25 years old 💋,932.7K,7021,0,00:00/00:30,1669379896.2656405,daivt
https://www.tiktok.com/@njr10_everybody/video/7144205899102440731?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,😂😂#fyp #funny #moment #football #meme #tiktokpelitfyp,2.3M,7019,0,00:07/00:53,1669379904.6273892,daivt
https://www.tiktok.com/@amauryguichon/video/7163304276922567978?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Chocolate Telescope! 🔭 Perfect snack to spy on your neighbour! #amauryguichon #chocolate,1.5M,7291,1,00:02/01:00,1669379968.9131937,daivt
https://www.tiktok.com/@amauryguichon/video/7167015767039364398?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Chocolate whale! 🐋 This big baby weighs 90lbs! #amauryguichon #chocolate,1.2M,6114,0,00:04/01:00,1669379974.317439,daivt
https://www.tiktok.com/@minhnghia13522/video/7155022221507841306?is_from_webapp=1&sender_device=pc&web_id=7168410180080977409,Anh iu em cựcccc😝,125.2K,689,0,00:04/00:13,1669379980.706764,daivt
