url,desc_video,like_count,comment_count,like,time_container,timestamp,user
https://www.tiktok.com/@nhacgicunghay/video/7175628579873492251?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Này là gió cuốn mây trôi đưa tôi về làng... #xuhuong #batoi #batoiremix #remix #chill #cover #theanh28 #nhachaymoingay #worldcup2022,688.1K,1645,1,00:01/00:14,1672715055.276683,MSI I5
https://www.tiktok.com/@dtuan_0107/video/7177604381079096602?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Quá tuyệt 😍 | #dqn #TikTokDanceVN #doanhtuan01072006 #fyp,79.1K,250,0,00:08/00:12,1672715064.971397,MSI I5
https://www.tiktok.com/@dangchovuithoi29/video/7167293793811631402?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,thật cảm động.......:🥺🥺🤭😂 #xuhuong,168.7K,3480,1,00:03/00:08,1672715078.0148041,MSI I5
https://www.tiktok.com/@hhngn_16/video/7177234068302581018?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,mê người t2 trong link nhạc quá ☺️ #nhhngn #dqn #fyp #foryou,110.5K,423,0,00:03/00:11,1672715082.0276313,MSI I5
https://www.tiktok.com/@thanhbinh1304/video/7183537812686327066?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Bản thân cũng là nhân viên y tế nhưng mà nó lạ lắm #xhuongtiktok #haihuoc,157.9K,1496,0,00:01/00:05,1672715095.052334,MSI I5
https://www.tiktok.com/@duonggthuy05/video/7155334588447853850?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,:))) #fyp #xuhuong #tiktok #highschool,80.6K,540,0,00:04/00:06,1672715100.0555358,MSI I5
https://www.tiktok.com/@_myhuyen9/video/7165007229458844955?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Anh hạt dẻ 🌰 bỏ dâu 🍓 1mình #NTTU #myhuyen9 #xuhuong,35.8K,605,0,00:04/00:13,1672715105.0585682,MSI I5
https://www.tiktok.com/@hoangvinhhh/video/7157321051049938203?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Trả lời @tiến┌|o^▽^o|┘♪⁽⁽◝( Hậu trường lúc tui ngồi chờ 10M Follow kiểu : 🤣 #VinhMC || #vtmgr,166.3K,943,0,00:01/00:16,1672715107.073994,MSI I5
https://www.tiktok.com/@htt0_1/video/7173967679596825882?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Luu#xuhuong #fyp #htt012 #quanhedoitactraphi💞 #tamtrang,151.6K,1984,1,00:03/00:07,1672715111.4464936,MSI I5
https://www.tiktok.com/@hoabui2006/video/7164321095296847130?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,,124.6K,153,1,00:02/00:08,1672715114.4365878,MSI I5
https://www.tiktok.com/@subasamuy/video/7153985851721026859?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Bị bàn ủi chiếu #xuhuong2022 #foryou #fyp #gaixinh #gaixinhtiktok #vitamingaixinh #ghemup,51.4K,1171,0,00:01/00:06,1672715117.1018775,MSI I5
https://www.tiktok.com/@manhh101/video/7173988028589886746?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,quải chưởng nhức nhức cái mình #dqn #TiktokDanceVN,1.3M,7806,1,00:08/00:12,1672715126.1228716,MSI I5
https://www.tiktok.com/@vangiau.07/video/7156572260256468251?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Em trai guộc ❤️ @Cao Trội 🦜 🤣,248.4K,1010,0,00:04/00:13,1672715131.1300733,MSI I5
https://www.tiktok.com/@nhut_phung/video/7159556484471262490?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Nhà e nào còn đất hong 😽,50.3K,816,0,00:03/00:10,1672715135.1356192,MSI I5
https://www.tiktok.com/@duongbaolam/video/7174734835183832347?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Tuấn bỗng đến bên Lâm #vienetwork #leduongbaolam,69.4K,557,1,00:02/00:16,1672715138.4880571,MSI I5
https://www.tiktok.com/@guv399/video/7153131647016160539?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Tháng lồng tiếng triệu view #xuhuongtiktok #haihuoc,441.4K,5170,0,00:00/00:19,1672715140.1533766,MSI I5
https://www.tiktok.com/@phuongnam2198/video/7159742200857890074?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,#chukydep #chukyphongthuy #kyten #chuky #xh #xuhuongtiktok #xuhuong2022,147.3K,10.8K,1,00:10/00:14,1672715151.1740997,MSI I5
https://www.tiktok.com/@vuhuyhoan97/video/7165033807177944347?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Hốt cả hề 😆😆,209K,2415,0,00:01/00:10,1672715153.1813238,MSI I5
https://www.tiktok.com/@quyentuyendunghd/video/7183356849599630619?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Quá nhanh quá nguy hiển 🤪,127.8K,2592,0,00:06/00:20,1672715160.2061224,MSI I5
https://www.tiktok.com/@mutex_official/video/7165082156912413979?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Cảnh sát xét nghiệm ADN của cha mẹ Lương Hải Như để đối chiếu #mutex #tintuc #doisong #amm,202.7K,432,0,00:04/00:59,1672715165.2197258,MSI I5
https://www.tiktok.com/@phaminhiu/video/7168721750866398491?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,mẫu gần 20 triệu người dùng bảo sao cuốn #hieushyn #dcgr,342.1K,1424,1,00:01/00:08,1672715167.5643966,MSI I5
https://www.tiktok.com/@trasuaphaicotrantrau/video/7183134558101998874?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Trả lời @tron2509,4187,533,0,00:00/00:10,1672715169.2296743,MSI I5
https://www.tiktok.com/@haivothotvai/video/7183153532600634651?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,Nín đi em 🙏,55.2K,179,0,00:04/00:12,1672715174.242489,MSI I5
https://www.tiktok.com/@ckhhuynek/video/7174310725672865051?is_from_webapp=1&sender_device=pc&web_id=7182418827752818177,uk....ờ....#xh #ckhhuynek #xuhuong #fyp #tìnhyêu #trendtinnhan ##thangbanthan😂,26K,419,1,00:10/00:27,1672715185.2494628,MSI I5
